account_id,account_type,account_status,opened_date,closed_date
A000522,TRANSACTION,CLOSED,2022-06-21,2026-05-17
A000523,TRANSACTION,ACTIVE,2018-04-07,
A000524,TRANSACTION,ACTIVE,2022-09-25,
A000525,SAVINGS,DORMANT,2025-09-10,
A000526,TRANSACTION,DORMANT,2018-07-24,
A000527,SAVINGS,ACTIVE,2025-09-11,
A000528,TRANSACTION,ACTIVE,2026-08-03,
A000529,TRANSACTION,ACTIVE,2020-10-06,
A000530,SAVINGS,ACTIVE,2024-08-20,
A000531,TRANSACTION,ACTIVE,2020-01-08,
A000532,TRANSACTION,DORMANT,2018-05-22,
A000533,TRANSACTION,ACTIVE,2022-04-25,
A000534,SAVINGS,CLOSED,2018-02-08,2021-02-22
A000535,TRANSACTION,ACTIVE,2019-03-17,
A000536,SAVINGS,ACTIVE,2025-07-21,
A000537,SAVINGS,ACTIVE,2026-06-21,
A000538,TRANSACTION,ACTIVE,2019-03-07,
A000539,SAVINGS,ACTIVE,2018-07-15,
A000540,TRANSACTION,CLOSED,2025-09-10,2026-05-07
A000541,TRANSACTION,ACTIVE,2023-04-19,
A000542,TRANSACTION,ACTIVE,2019-01-30,
A000543,TRANSACTION,ACTIVE,2026-04-13,
A000544,TRANSACTION,ACTIVE,2018-07-31,
A000545,TRANSACTION,DORMANT,2026-07-26,
A000546,TRANSACTION,ACTIVE,2025-09-23,
A000547,TRANSACTION,CLOSED,2021-04-10,2025-03-12
A000548,TRANSACTION,ACTIVE,2025-10-29,
A000549,SAVINGS,ACTIVE,2018-05-22,
A000550,SAVINGS,DORMANT,2023-09-13,
A000551,TRANSACTION,ACTIVE,2020-07-05,
A000552,SAVINGS,CLOSED,2020-09-24,2020-11-10
A000553,TRANSACTION,CLOSED,2020-07-29,2024-09-04
A000554,SAVINGS,ACTIVE,2018-01-08,
A000555,TRANSACTION,DORMANT,2018-03-22,
A000556,SAVINGS,ACTIVE,2025-03-05,
A000557,SAVINGS,ACTIVE,2026-01-30,
A000558,TRANSACTION,ACTIVE,2023-12-12,
A000559,TRANSACTION,ACTIVE,2025-06-30,
A000560,TRANSACTION,ACTIVE,2026-06-26,
A000561,TRANSACTION,CLOSED,2023-02-17,2026-02-01
A000562,TRANSACTION,ACTIVE,2021-10-25,
A000563,TRANSACTION,ACTIVE,2019-09-15,
A000564,SAVINGS,ACTIVE,2026-03-19,
A000565,TRANSACTION,ACTIVE,2018-06-21,
A000566,SAVINGS,ACTIVE,2022-02-05,
A000567,TRANSACTION,DORMANT,2026-03-03,
A000568,TRANSACTION,ACTIVE,2024-12-20,
A000569,SAVINGS,ACTIVE,2022-06-11,
A000570,SAVINGS,ACTIVE,2019-01-08,
A000571,TRANSACTION,DORMANT,2019-03-23,
A000572,SAVINGS,DORMANT,2019-03-09,
A000573,TRANSACTION,ACTIVE,2023-05-09,
A000574,SAVINGS,ACTIVE,2021-03-14,
A000575,TRANSACTION,CLOSED,2020-01-28,2020-06-04
A000576,SAVINGS,ACTIVE,2019-12-29,
A000577,SAVINGS,ACTIVE,2018-10-17,
A000578,SAVINGS,ACTIVE,2018-06-20,
A000579,TRANSACTION,ACTIVE,2024-07-10,
A000580,SAVINGS,ACTIVE,2023-07-15,
A000581,TRANSACTION,ACTIVE,2022-12-13,
A000582,TRANSACTION,ACTIVE,2026-01-27,
A000583,SAVINGS,ACTIVE,2020-10-22,
A000584,SAVINGS,ACTIVE,2025-04-03,
A000585,TRANSACTION,CLOSED,2025-03-15,2026-04-08
A000586,SAVINGS,ACTIVE,2019-05-13,
A000587,TRANSACTION,DORMANT,2018-10-12,
A000588,TRANSACTION,ACTIVE,2020-09-07,
A000589,SAVINGS,DORMANT,2020-06-27,
A000590,TRANSACTION,DORMANT,2025-06-14,
A000591,TRANSACTION,DORMANT,2023-09-12,
A000592,SAVINGS,ACTIVE,2025-10-07,
A000593,SAVINGS,ACTIVE,2019-09-22,
A000594,TRANSACTION,DORMANT,2018-10-11,
A000595,TRANSACTION,ACTIVE,2022-06-14,
A000596,TRANSACTION,ACTIVE,2018-10-01,
A000597,TRANSACTION,ACTIVE,2024-08-22,
A000598,TRANSACTION,ACTIVE,2022-05-12,
A000599,TRANSACTION,ACTIVE,2025-12-08,
A000600,TRANSACTION,ACTIVE,2018-10-11,
A000601,SAVINGS,ACTIVE,2026-04-03,
A000602,SAVINGS,ACTIVE,2026-08-05,
A000603,SAVINGS,DORMANT,2024-11-10,
A000604,TRANSACTION,ACTIVE,2020-08-31,
A000605,TRANSACTION,CLOSED,2022-07-05,2023-07-24
A000606,TRANSACTION,ACTIVE,2018-06-03,
A000607,SAVINGS,ACTIVE,2026-02-03,
A000608,TRANSACTION,ACTIVE,2026-02-06,
A000609,SAVINGS,ACTIVE,2026-02-22,
A000610,TRANSACTION,CLOSED,2022-11-29,2022-12-30
A000611,TRANSACTION,ACTIVE,2018-08-05,
A000612,TRANSACTION,ACTIVE,2019-10-27,
A000613,SAVINGS,DORMANT,2020-09-13,
A000614,SAVINGS,ACTIVE,2020-05-31,
A000615,SAVINGS,ACTIVE,2023-07-06,
A000616,TRANSACTION,DORMANT,2025-03-23,
A000617,TRANSACTION,ACTIVE,2022-01-22,
A000618,TRANSACTION,ACTIVE,2021-04-01,
A000619,TRANSACTION,ACTIVE,2021-08-13,
A000620,SAVINGS,ACTIVE,2024-09-09,
A000621,TRANSACTION,ACTIVE,2021-12-27,
A000622,TRANSACTION,DORMANT,2023-10-02,
A000623,TRANSACTION,ACTIVE,2021-07-07,
A000624,TRANSACTION,ACTIVE,2024-10-01,
A000625,TRANSACTION,ACTIVE,2023-01-28,
A000626,TRANSACTION,ACTIVE,2019-04-23,
A000627,SAVINGS,ACTIVE,2026-05-21,
A000628,SAVINGS,ACTIVE,2021-10-04,
A000629,TRANSACTION,ACTIVE,2026-02-21,
A000630,SAVINGS,ACTIVE,2020-04-28,
A000631,SAVINGS,ACTIVE,2024-04-17,
A000632,SAVINGS,ACTIVE,2018-02-12,
A000633,SAVINGS,ACTIVE,2021-10-13,
A000634,SAVINGS,CLOSED,2021-04-25,2021-12-01
A000635,TRANSACTION,ACTIVE,2025-07-10,
A000636,TRANSACTION,DORMANT,2024-05-12,
A000637,TRANSACTION,ACTIVE,2022-01-27,
A000638,SAVINGS,ACTIVE,2019-10-30,
A000639,TRANSACTION,ACTIVE,2020-08-10,
A000640,SAVINGS,ACTIVE,2025-01-01,
A000641,SAVINGS,ACTIVE,2020-08-20,
A000642,TRANSACTION,ACTIVE,2021-05-25,
A000643,TRANSACTION,ACTIVE,2018-08-27,
A000644,TRANSACTION,ACTIVE,2025-05-19,
A000645,TRANSACTION,ACTIVE,2020-09-13,
A000646,SAVINGS,ACTIVE,2026-06-28,
A000647,TRANSACTION,ACTIVE,2026-02-09,
A000648,SAVINGS,ACTIVE,2023-03-02,
A000649,SAVINGS,ACTIVE,2021-10-10,
A000650,SAVINGS,ACTIVE,2021-04-28,
A000651,TRANSACTION,ACTIVE,2022-03-06,
A000652,TRANSACTION,DORMANT,2023-12-08,
A000653,TRANSACTION,ACTIVE,2018-08-01,
A000654,SAVINGS,ACTIVE,2026-05-15,
A000655,TRANSACTION,ACTIVE,2022-04-10,
A000656,TRANSACTION,ACTIVE,2024-05-21,
A000657,TRANSACTION,ACTIVE,2018-10-23,
A000658,SAVINGS,ACTIVE,2025-12-12,
A000659,SAVINGS,ACTIVE,2022-06-17,
A000660,TRANSACTION,ACTIVE,2026-07-19,
A000661,TRANSACTION,CLOSED,2021-08-26,2024-11-27
A000662,TRANSACTION,ACTIVE,2020-12-13,
A000663,TRANSACTION,CLOSED,2022-06-17,2024-02-22
A000664,SAVINGS,ACTIVE,2020-11-17,
A000665,TRANSACTION,ACTIVE,2023-09-14,
A000666,TRANSACTION,ACTIVE,2021-04-24,
A000667,TRANSACTION,ACTIVE,2018-11-12,
A000668,SAVINGS,ACTIVE,2021-05-21,
A000669,TRANSACTION,ACTIVE,2025-01-14,
A000670,TRANSACTION,ACTIVE,2025-01-22,
A000671,TRANSACTION,ACTIVE,2025-09-11,
A000672,TRANSACTION,ACTIVE,2019-04-13,
A000673,TRANSACTION,ACTIVE,2024-04-26,
A000674,TRANSACTION,ACTIVE,2021-10-16,
A000675,SAVINGS,ACTIVE,2019-02-17,
A000676,TRANSACTION,ACTIVE,2024-03-17,
A000677,TRANSACTION,CLOSED,2019-12-16,2024-02-22
A000678,SAVINGS,ACTIVE,2018-06-22,
A000679,TRANSACTION,ACTIVE,2024-08-28,
A000680,TRANSACTION,ACTIVE,2024-04-03,
A000681,TRANSACTION,ACTIVE,2023-12-11,
A000682,SAVINGS,ACTIVE,2020-03-29,
A000683,TRANSACTION,ACTIVE,2022-09-19,
A000684,TRANSACTION,ACTIVE,2019-07-31,
A000685,TRANSACTION,DORMANT,2019-08-30,
A000686,TRANSACTION,ACTIVE,2019-11-04,
A000687,TRANSACTION,ACTIVE,2023-08-12,
A000688,TRANSACTION,ACTIVE,2026-07-11,
A000689,TRANSACTION,ACTIVE,2024-06-24,
A000690,TRANSACTION,ACTIVE,2023-09-13,
A000691,TRANSACTION,ACTIVE,2024-02-08,
A000692,SAVINGS,ACTIVE,2024-03-09,
A000693,TRANSACTION,ACTIVE,2019-07-20,
A000694,TRANSACTION,DORMANT,2023-09-23,
A000695,TRANSACTION,DORMANT,2026-05-06,
A000696,SAVINGS,ACTIVE,2020-11-17,
A000697,TRANSACTION,ACTIVE,2022-11-26,
A000698,SAVINGS,ACTIVE,2021-10-24,
A000699,TRANSACTION,ACTIVE,2022-09-25,
A000700,TRANSACTION,ACTIVE,2023-05-28,
A000701,TRANSACTION,ACTIVE,2023-09-18,
A000702,TRANSACTION,ACTIVE,2025-10-16,
A000703,TRANSACTION,CLOSED,2023-02-23,2026-08-03
A000704,SAVINGS,ACTIVE,2021-04-08,
A000705,SAVINGS,ACTIVE,2019-04-12,
A000706,TRANSACTION,ACTIVE,2021-10-10,
A000707,TRANSACTION,ACTIVE,2026-07-23,
A000708,TRANSACTION,ACTIVE,2024-11-20,
A000709,TRANSACTION,ACTIVE,2023-05-08,
A000710,TRANSACTION,ACTIVE,2021-12-21,
A000711,TRANSACTION,ACTIVE,2024-08-30,
A000712,TRANSACTION,ACTIVE,2024-01-26,
A000713,TRANSACTION,DORMANT,2024-08-17,
A000714,TRANSACTION,ACTIVE,2024-09-29,
A000715,TRANSACTION,DORMANT,2024-08-01,
A000716,TRANSACTION,ACTIVE,2024-02-27,
A000717,TRANSACTION,ACTIVE,2020-04-24,
A000718,SAVINGS,ACTIVE,2019-12-10,
A000719,TRANSACTION,DORMANT,2020-02-20,
A000720,TRANSACTION,CLOSED,2023-02-09,2026-05-17
A000721,TRANSACTION,ACTIVE,2022-11-10,
A000722,TRANSACTION,CLOSED,2026-05-17,2026-06-18
A000723,TRANSACTION,ACTIVE,2022-12-14,
A000724,TRANSACTION,ACTIVE,2020-10-04,
A000725,TRANSACTION,ACTIVE,2019-09-09,
A000726,TRANSACTION,ACTIVE,2019-08-03,
A000727,TRANSACTION,ACTIVE,2022-11-30,
A000728,SAVINGS,ACTIVE,2020-05-09,
A000729,SAVINGS,ACTIVE,2024-12-07,
A000730,TRANSACTION,ACTIVE,2022-08-09,
A000731,TRANSACTION,ACTIVE,2021-03-11,
A000732,SAVINGS,ACTIVE,2020-12-06,
A000733,TRANSACTION,ACTIVE,2023-07-20,
A000734,TRANSACTION,ACTIVE,2020-03-22,
A000735,SAVINGS,ACTIVE,2022-04-23,
A000736,SAVINGS,ACTIVE,2019-05-01,
A000737,TRANSACTION,ACTIVE,2021-08-13,
A000738,TRANSACTION,ACTIVE,2020-05-05,
A000739,TRANSACTION,ACTIVE,2022-10-16,
A000740,SAVINGS,DORMANT,2020-09-09,
A000741,SAVINGS,ACTIVE,2021-07-16,
A000742,SAVINGS,ACTIVE,2019-08-21,
A000743,TRANSACTION,ACTIVE,2022-01-15,
A000744,TRANSACTION,ACTIVE,2020-03-27,
A000745,TRANSACTION,DORMANT,2022-05-11,
A000746,TRANSACTION,ACTIVE,2021-05-22,
A000747,SAVINGS,DORMANT,2020-08-22,
A000748,SAVINGS,ACTIVE,2018-08-28,
A000749,SAVINGS,CLOSED,2023-10-10,2026-02-19
A000750,TRANSACTION,ACTIVE,2021-02-02,
A000751,SAVINGS,ACTIVE,2024-05-22,
A000752,TRANSACTION,ACTIVE,2019-09-16,
A000753,TRANSACTION,ACTIVE,2018-03-14,
A000754,TRANSACTION,ACTIVE,2023-03-29,
A000755,SAVINGS,ACTIVE,2021-09-15,
A000756,TRANSACTION,ACTIVE,2022-08-27,
A000757,SAVINGS,ACTIVE,2023-11-25,
A000758,SAVINGS,ACTIVE,2018-01-02,
A000759,TRANSACTION,ACTIVE,2023-10-31,
A000760,SAVINGS,DORMANT,2025-11-17,
A000761,SAVINGS,CLOSED,2023-02-25,2026-03-25
A000762,SAVINGS,ACTIVE,2021-10-01,
A000763,TRANSACTION,DORMANT,2019-12-06,
A000764,SAVINGS,ACTIVE,2023-12-18,
A000765,TRANSACTION,CLOSED,2026-02-11,2026-08-24
A000766,SAVINGS,ACTIVE,2020-03-20,
A000767,SAVINGS,ACTIVE,2022-05-27,
A000768,TRANSACTION,ACTIVE,2024-08-06,
A000769,SAVINGS,ACTIVE,2019-04-15,
A000770,SAVINGS,ACTIVE,2020-06-18,
A000771,TRANSACTION,ACTIVE,2026-06-03,
A000772,SAVINGS,ACTIVE,2024-04-16,
A000773,TRANSACTION,ACTIVE,2023-07-06,
A000774,TRANSACTION,DORMANT,2018-09-30,
A000775,TRANSACTION,ACTIVE,2020-12-05,
A000776,SAVINGS,ACTIVE,2022-07-10,
A000777,TRANSACTION,ACTIVE,2023-06-06,
A000778,TRANSACTION,DORMANT,2023-09-01,
A000779,SAVINGS,ACTIVE,2021-07-23,
A000780,SAVINGS,ACTIVE,2025-08-17,
A000781,TRANSACTION,ACTIVE,2022-01-17,
A000782,TRANSACTION,ACTIVE,2022-02-07,
A000783,TRANSACTION,ACTIVE,2019-06-30,
A000784,SAVINGS,ACTIVE,2019-03-26,
A000785,TRANSACTION,ACTIVE,2024-07-05,
A000786,TRANSACTION,ACTIVE,2023-03-09,
A000787,TRANSACTION,CLOSED,2020-12-26,2022-08-02
A000788,TRANSACTION,CLOSED,2021-08-15,2024-07-31
A000789,TRANSACTION,ACTIVE,2021-04-20,
A000790,TRANSACTION,ACTIVE,2023-06-01,
A000791,TRANSACTION,ACTIVE,2019-06-02,
A000792,SAVINGS,ACTIVE,2018-09-20,
A000793,TRANSACTION,ACTIVE,2021-10-01,
A000794,TRANSACTION,ACTIVE,2025-09-13,
A000795,SAVINGS,ACTIVE,2020-03-05,
A000796,TRANSACTION,ACTIVE,2023-08-01,
A000797,SAVINGS,ACTIVE,2021-02-16,
A000798,SAVINGS,DORMANT,2023-03-21,
A000799,TRANSACTION,ACTIVE,2018-04-16,
A000800,SAVINGS,ACTIVE,2022-10-30,
A000801,SAVINGS,ACTIVE,2018-12-18,
A000802,SAVINGS,ACTIVE,2022-12-19,
A000803,SAVINGS,ACTIVE,2019-03-11,
A000804,SAVINGS,DORMANT,2022-11-29,
A000805,TRANSACTION,ACTIVE,2022-08-18,
A000806,TRANSACTION,ACTIVE,2020-08-18,
A000807,TRANSACTION,ACTIVE,2024-10-26,
A000808,TRANSACTION,DORMANT,2021-05-04,
A000809,TRANSACTION,ACTIVE,2018-11-12,
A000810,TRANSACTION,ACTIVE,2022-07-01,
A000811,TRANSACTION,CLOSED,2019-10-06,2024-05-03
A000812,TRANSACTION,ACTIVE,2018-01-20,
A000813,TRANSACTION,ACTIVE,2023-12-27,
A000814,TRANSACTION,DORMANT,2024-09-01,
A000815,SAVINGS,ACTIVE,2018-09-11,
A000816,SAVINGS,ACTIVE,2018-08-22,
A000817,TRANSACTION,ACTIVE,2026-06-08,
A000818,SAVINGS,DORMANT,2019-08-04,
A000819,TRANSACTION,DORMANT,2020-07-17,
A000820,SAVINGS,CLOSED,2020-01-11,2025-07-08
A000821,TRANSACTION,ACTIVE,2024-06-02,
A000822,SAVINGS,ACTIVE,2025-10-29,
A000823,SAVINGS,ACTIVE,2019-03-25,
A000824,SAVINGS,ACTIVE,2018-04-20,
A000825,SAVINGS,ACTIVE,2023-01-26,
A000826,SAVINGS,ACTIVE,2022-04-03,
A000827,TRANSACTION,ACTIVE,2024-05-02,
A000828,SAVINGS,ACTIVE,2026-05-10,
A000829,TRANSACTION,ACTIVE,2020-12-25,
A000830,TRANSACTION,ACTIVE,2021-08-12,
A000831,SAVINGS,ACTIVE,2021-08-24,
A000832,TRANSACTION,ACTIVE,2025-06-07,
A000833,SAVINGS,ACTIVE,2021-08-10,
A000834,TRANSACTION,ACTIVE,2025-10-27,
A000835,TRANSACTION,DORMANT,2023-08-06,
A000836,TRANSACTION,ACTIVE,2023-10-19,
A000837,SAVINGS,ACTIVE,2020-12-27,
A000838,TRANSACTION,ACTIVE,2020-03-28,
A000839,TRANSACTION,ACTIVE,2024-07-04,
A000840,TRANSACTION,ACTIVE,2023-04-27,
A000841,TRANSACTION,ACTIVE,2020-05-25,
A000842,TRANSACTION,ACTIVE,2020-03-03,
A000843,SAVINGS,ACTIVE,2021-08-18,
A000844,TRANSACTION,ACTIVE,2024-01-22,
A000845,SAVINGS,DORMANT,2026-03-08,
A000846,TRANSACTION,ACTIVE,2019-07-24,
A000847,SAVINGS,ACTIVE,2023-10-22,
A000848,SAVINGS,ACTIVE,2025-08-12,
A000849,SAVINGS,ACTIVE,2021-01-24,
A000850,TRANSACTION,DORMANT,2022-03-06,
A000851,SAVINGS,ACTIVE,2023-09-10,
A000852,TRANSACTION,ACTIVE,2020-09-04,
A000853,TRANSACTION,ACTIVE,2019-01-20,
A000854,TRANSACTION,ACTIVE,2021-12-04,
A000855,TRANSACTION,ACTIVE,2018-07-23,
A000856,TRANSACTION,ACTIVE,2024-06-25,
A000857,SAVINGS,ACTIVE,2019-11-14,
A000858,SAVINGS,DORMANT,2020-12-03,
A000859,TRANSACTION,ACTIVE,2023-12-10,
A000860,TRANSACTION,ACTIVE,2025-02-13,
A000861,SAVINGS,ACTIVE,2023-09-21,
A000862,SAVINGS,DORMANT,2023-04-01,
A000863,SAVINGS,ACTIVE,2026-01-16,
A000864,TRANSACTION,DORMANT,2023-12-12,
A000865,TRANSACTION,ACTIVE,2026-06-01,
A000866,TRANSACTION,ACTIVE,2020-08-19,
A000867,TRANSACTION,ACTIVE,2024-08-10,
A000868,SAVINGS,ACTIVE,2023-06-18,
A000869,SAVINGS,ACTIVE,2018-05-28,
A000870,SAVINGS,ACTIVE,2019-10-22,
A000871,TRANSACTION,ACTIVE,2023-07-22,
A000872,TRANSACTION,DORMANT,2021-05-17,
A000873,TRANSACTION,ACTIVE,2025-10-25,
A000874,SAVINGS,ACTIVE,2021-07-21,
A000875,SAVINGS,ACTIVE,2023-01-25,
A000876,TRANSACTION,ACTIVE,2026-01-29,
A000877,SAVINGS,ACTIVE,2021-12-06,
A000878,TRANSACTION,DORMANT,2024-05-19,
A000879,TRANSACTION,ACTIVE,2019-07-27,
A000880,TRANSACTION,ACTIVE,2022-02-22,
A000881,SAVINGS,DORMANT,2023-10-05,
A000882,SAVINGS,ACTIVE,2021-10-12,
A000883,TRANSACTION,CLOSED,2022-09-27,2026-05-15
A000884,TRANSACTION,ACTIVE,2021-01-29,
A000885,SAVINGS,ACTIVE,2019-09-24,
A000886,SAVINGS,ACTIVE,2019-07-16,
A000887,TRANSACTION,ACTIVE,2022-11-30,
A000888,TRANSACTION,DORMANT,2024-03-19,
A000889,TRANSACTION,ACTIVE,2018-04-02,
A000890,SAVINGS,ACTIVE,2024-07-28,
A000891,SAVINGS,ACTIVE,2021-01-28,
A000892,TRANSACTION,ACTIVE,2018-11-29,
A000893,TRANSACTION,ACTIVE,2020-09-12,
A000894,TRANSACTION,ACTIVE,2023-12-15,
A000895,TRANSACTION,ACTIVE,2018-08-06,
A000896,SAVINGS,ACTIVE,2020-02-22,
A000897,TRANSACTION,ACTIVE,2018-08-24,
A000898,TRANSACTION,ACTIVE,2025-03-20,
A000899,TRANSACTION,ACTIVE,2024-02-09,
A000900,SAVINGS,ACTIVE,2019-10-31,
A000901,TRANSACTION,ACTIVE,2021-12-26,
A000902,SAVINGS,ACTIVE,2020-11-08,
A000903,SAVINGS,ACTIVE,2025-01-26,
A000904,SAVINGS,ACTIVE,2022-12-07,
A000905,TRANSACTION,ACTIVE,2020-11-10,
A000906,SAVINGS,ACTIVE,2021-03-19,
A000907,TRANSACTION,ACTIVE,2021-08-06,
A000908,SAVINGS,DORMANT,2019-06-11,
A000909,TRANSACTION,DORMANT,2022-05-03,
A000910,TRANSACTION,ACTIVE,2023-01-14,
A000911,TRANSACTION,ACTIVE,2019-08-07,
A000912,SAVINGS,CLOSED,2025-09-30,2026-02-05
A000913,TRANSACTION,ACTIVE,2021-07-07,
A000914,TRANSACTION,ACTIVE,2024-03-23,
A000915,TRANSACTION,ACTIVE,2023-05-24,
A000916,SAVINGS,ACTIVE,2018-06-15,
A000917,TRANSACTION,ACTIVE,2025-03-26,
A000918,SAVINGS,DORMANT,2018-09-26,
A000919,TRANSACTION,ACTIVE,2018-10-25,
A000920,TRANSACTION,ACTIVE,2019-06-02,
A000921,SAVINGS,ACTIVE,2019-06-11,
A000922,TRANSACTION,ACTIVE,2021-01-02,
A000923,SAVINGS,ACTIVE,2022-03-21,
A000924,TRANSACTION,ACTIVE,2018-02-15,
A000925,SAVINGS,ACTIVE,2025-06-10,
A000926,TRANSACTION,ACTIVE,2022-12-03,
A000927,TRANSACTION,ACTIVE,2026-05-12,
A000928,TRANSACTION,ACTIVE,2019-11-08,
A000929,TRANSACTION,ACTIVE,2023-06-18,
A000930,SAVINGS,ACTIVE,2022-01-09,
A000931,TRANSACTION,ACTIVE,2020-12-18,
A000932,SAVINGS,DORMANT,2026-06-20,
A000933,SAVINGS,ACTIVE,2024-08-20,
A000934,TRANSACTION,CLOSED,2024-11-09,2026-08-17
A000935,TRANSACTION,ACTIVE,2025-05-21,
A000936,TRANSACTION,ACTIVE,2018-03-25,
A000937,TRANSACTION,ACTIVE,2026-04-18,
A000938,TRANSACTION,ACTIVE,2021-08-04,
A000939,TRANSACTION,ACTIVE,2026-06-25,
A000940,TRANSACTION,ACTIVE,2022-10-17,
A000941,TRANSACTION,ACTIVE,2022-09-15,
A000942,TRANSACTION,ACTIVE,2026-05-15,
A000943,TRANSACTION,ACTIVE,2026-02-04,
A000944,SAVINGS,ACTIVE,2025-02-05,
A000945,SAVINGS,ACTIVE,2020-11-26,
A000946,TRANSACTION,ACTIVE,2024-04-15,
A000947,SAVINGS,ACTIVE,2023-08-12,
A000948,TRANSACTION,ACTIVE,2024-04-24,
A000949,TRANSACTION,ACTIVE,2026-05-29,
A000950,SAVINGS,ACTIVE,2021-12-02,
A000951,TRANSACTION,ACTIVE,2024-12-19,
A000952,TRANSACTION,ACTIVE,2022-11-20,
A000953,TRANSACTION,ACTIVE,2023-11-29,
A000954,SAVINGS,ACTIVE,2026-04-21,
A000955,TRANSACTION,ACTIVE,2023-04-07,
A000956,TRANSACTION,DORMANT,2026-02-21,
A000957,TRANSACTION,ACTIVE,2025-01-16,
A000958,SAVINGS,ACTIVE,2022-07-29,
A000959,TRANSACTION,ACTIVE,2018-07-20,
A000960,TRANSACTION,DORMANT,2026-06-26,
A000961,TRANSACTION,ACTIVE,2018-04-12,
A000962,TRANSACTION,ACTIVE,2019-05-17,
A000963,TRANSACTION,ACTIVE,2022-12-11,
A000964,SAVINGS,ACTIVE,2024-11-10,
A000965,TRANSACTION,ACTIVE,2023-03-13,
A000966,SAVINGS,ACTIVE,2022-08-08,
A000967,SAVINGS,DORMANT,2019-02-24,
A000968,TRANSACTION,ACTIVE,2024-10-24,
A000969,TRANSACTION,ACTIVE,2020-09-04,
A000970,TRANSACTION,DORMANT,2019-08-20,
A000971,SAVINGS,ACTIVE,2026-02-14,
A000972,TRANSACTION,ACTIVE,2021-11-01,
A000973,SAVINGS,ACTIVE,2024-03-02,
A000974,SAVINGS,ACTIVE,2022-06-05,
A000975,TRANSACTION,ACTIVE,2019-10-02,
A000976,TRANSACTION,ACTIVE,2021-11-19,
A000977,TRANSACTION,CLOSED,2018-05-01,2022-06-21
A000978,TRANSACTION,ACTIVE,2020-11-25,
A000979,SAVINGS,ACTIVE,2025-12-25,
A000980,SAVINGS,ACTIVE,2023-05-28,
A000981,TRANSACTION,ACTIVE,2020-07-01,
A000982,SAVINGS,ACTIVE,2026-04-21,
A000983,TRANSACTION,ACTIVE,2018-11-06,
A000984,TRANSACTION,ACTIVE,2018-06-25,
A000985,SAVINGS,ACTIVE,2022-06-14,
A000986,SAVINGS,DORMANT,2023-05-25,
A000987,TRANSACTION,ACTIVE,2018-02-22,
A000988,TRANSACTION,ACTIVE,2022-03-02,
A000989,TRANSACTION,ACTIVE,2020-03-29,
A000990,TRANSACTION,ACTIVE,2023-09-19,
A000991,TRANSACTION,ACTIVE,2026-01-17,
A000992,TRANSACTION,CLOSED,2025-09-18,2026-05-01
A000993,TRANSACTION,ACTIVE,2018-03-02,
A000994,TRANSACTION,DORMANT,2022-10-17,
A000995,TRANSACTION,ACTIVE,2018-12-11,
A000996,TRANSACTION,ACTIVE,2026-05-23,
A000997,TRANSACTION,ACTIVE,2026-01-18,
A000998,TRANSACTION,ACTIVE,2024-06-12,
A000999,TRANSACTION,ACTIVE,2023-11-27,
A001000,TRANSACTION,ACTIVE,2021-01-05,
A001001,SAVINGS,ACTIVE,2026-01-31,
A001002,TRANSACTION,ACTIVE,2019-06-02,
A001003,TRANSACTION,ACTIVE,2018-09-28,
A001004,SAVINGS,ACTIVE,2025-07-06,
A001005,SAVINGS,ACTIVE,2018-09-18,
A001006,TRANSACTION,ACTIVE,2026-04-23,
A001007,TRANSACTION,ACTIVE,2022-01-04,
A001008,SAVINGS,ACTIVE,2026-08-03,
A001009,SAVINGS,DORMANT,2021-05-20,
A001010,TRANSACTION,ACTIVE,2019-11-16,
A001011,TRANSACTION,ACTIVE,2019-07-23,
A001012,TRANSACTION,ACTIVE,2019-06-14,
A001013,SAVINGS,ACTIVE,2024-02-17,
A001014,TRANSACTION,ACTIVE,2025-05-13,
A001015,TRANSACTION,ACTIVE,2024-02-13,
A001016,TRANSACTION,ACTIVE,2019-04-30,
A001017,TRANSACTION,ACTIVE,2018-04-04,
A001018,TRANSACTION,ACTIVE,2025-05-04,
A001019,SAVINGS,ACTIVE,2019-02-07,
A001020,TRANSACTION,ACTIVE,2023-03-10,
A001021,TRANSACTION,ACTIVE,2021-10-11,
A001022,SAVINGS,ACTIVE,2025-03-10,
A001023,TRANSACTION,ACTIVE,2023-03-22,
A001024,TRANSACTION,ACTIVE,2023-06-05,
A001025,SAVINGS,ACTIVE,2018-05-13,
A001026,SAVINGS,ACTIVE,2019-11-29,
A001027,SAVINGS,CLOSED,2019-07-11,2023-08-07
A001028,SAVINGS,ACTIVE,2021-11-27,
A001029,TRANSACTION,ACTIVE,2025-07-21,
A001030,TRANSACTION,ACTIVE,2023-11-26,
A001031,SAVINGS,ACTIVE,2020-01-21,
A001032,SAVINGS,ACTIVE,2020-02-10,
A001033,TRANSACTION,ACTIVE,2019-05-10,
A001034,SAVINGS,ACTIVE,2022-11-13,
A001035,SAVINGS,ACTIVE,2021-05-19,
A001036,TRANSACTION,ACTIVE,2024-06-16,
A001037,TRANSACTION,ACTIVE,2019-06-28,
A001038,TRANSACTION,DORMANT,2021-12-24,
A001039,SAVINGS,ACTIVE,2022-02-21,
A001040,TRANSACTION,ACTIVE,2018-05-13,
A001041,TRANSACTION,ACTIVE,2025-10-02,
A001042,TRANSACTION,ACTIVE,2026-03-16,
