customer_id,customer_since_date,customer_status
C000776,2020-09-22,ACTIVE
C000777,2022-10-09,INACTIVE
C000778,2022-09-12,ACTIVE
C000779,2018-05-02,ACTIVE
C000780,2022-11-03,INACTIVE
C000781,2022-03-17,ACTIVE
C000782,2021-06-18,ACTIVE
C000783,2020-05-29,ACTIVE
C000784,2022-02-19,ACTIVE
C000785,2019-10-14,ACTIVE
C000786,2021-11-13,ACTIVE
C000787,2025-04-28,ACTIVE
C000788,2025-08-11,ACTIVE
C000789,2021-05-26,ACTIVE
C000790,2017-12-08,ACTIVE
C000791,2019-02-11,ACTIVE
C000792,2021-04-30,ACTIVE
C000793,2024-12-04,ACTIVE
C000794,2017-09-18,ACTIVE
C000795,2025-06-09,INACTIVE
C000796,2022-10-06,ACTIVE
C000797,2019-05-28,ACTIVE
C000798,2018-04-13,ACTIVE
C000799,2021-11-21,ACTIVE
C000800,2025-06-30,ACTIVE
C000801,2019-07-10,ACTIVE
C000802,2021-02-15,ACTIVE
C000803,2024-06-16,ACTIVE
C000804,2023-11-26,ACTIVE
C000805,2018-04-08,ACTIVE
C000806,2017-03-17,ACTIVE
C000807,2023-07-25,ACTIVE
C000808,2025-09-28,ACTIVE
C000809,2025-04-05,ACTIVE
C000810,2017-03-02,ACTIVE
C000811,2021-06-28,ACTIVE
C000812,2020-11-19,ACTIVE
C000813,2017-08-25,ACTIVE
C000814,2025-01-14,ACTIVE
C000815,2025-04-08,ACTIVE
C000816,2024-06-07,ACTIVE
C000817,2023-06-15,ACTIVE
C000818,2025-11-13,ACTIVE
C000819,2024-09-15,ACTIVE
C000820,2023-07-04,ACTIVE
C000821,2019-12-28,ACTIVE
C000822,2020-08-19,ACTIVE
C000823,2021-04-17,ACTIVE
C000824,2019-01-25,ACTIVE
C000825,2019-08-17,ACTIVE
C000826,2019-08-23,ACTIVE
C000827,2023-01-25,ACTIVE
C000828,2023-07-26,ACTIVE
C000829,2020-03-14,ACTIVE
C000830,2023-06-30,INACTIVE
C000831,2018-04-30,ACTIVE
C000832,2022-01-31,ACTIVE
C000833,2020-06-08,ACTIVE
C000834,2020-01-23,ACTIVE
C000835,2018-04-01,ACTIVE
C000836,2019-05-15,ACTIVE
C000837,2024-10-28,ACTIVE
C000838,2023-05-27,ACTIVE
C000839,2017-09-05,INACTIVE
C000840,2018-10-10,ACTIVE
C000841,2023-05-22,ACTIVE
C000842,2022-09-20,ACTIVE
C000843,2017-03-02,ACTIVE
C000844,2018-09-15,ACTIVE
C000845,2019-03-19,ACTIVE
C000846,2023-08-02,ACTIVE
C000847,2023-10-12,ACTIVE
C000848,2022-04-02,INACTIVE
C000849,2024-03-17,ACTIVE
C000850,2023-05-14,ACTIVE
C000851,2021-08-16,ACTIVE
C000852,2017-10-02,ACTIVE
C000853,2019-09-02,INACTIVE
C000854,2017-01-26,ACTIVE
C000855,2021-05-04,ACTIVE
C000856,2019-01-12,ACTIVE
C000857,2021-06-25,ACTIVE
C000858,2017-08-26,ACTIVE
C000859,2026-05-09,ACTIVE
C000860,2019-11-15,ACTIVE
C000861,2024-01-25,ACTIVE
C000862,2025-07-15,ACTIVE
C000863,2018-02-08,ACTIVE
C000864,2022-12-23,ACTIVE
C000865,2018-08-03,ACTIVE
C000866,2019-08-23,ACTIVE
C000867,2026-06-24,ACTIVE
C000868,2017-05-18,INACTIVE
C000869,2023-10-04,ACTIVE
C000870,2022-11-02,ACTIVE
C000871,2021-09-25,ACTIVE
C000872,2024-03-23,ACTIVE
C000873,2024-07-26,INACTIVE
C000874,2022-02-02,ACTIVE
C000875,2024-02-26,ACTIVE
C000876,2020-07-07,ACTIVE
C000877,2026-08-14,ACTIVE
C000878,2018-02-12,ACTIVE
C000879,2024-06-05,ACTIVE
C000880,2020-08-31,ACTIVE
C000881,2021-06-05,ACTIVE
C000882,2018-12-15,ACTIVE
C000883,2020-07-13,ACTIVE
C000884,2026-04-10,ACTIVE
C000885,2024-06-15,ACTIVE
C000886,2024-02-23,INACTIVE
C000887,2026-05-03,ACTIVE
C000888,2020-11-12,ACTIVE
C000889,2017-05-03,ACTIVE
C000890,2026-06-18,INACTIVE
C000891,2024-01-21,ACTIVE
C000892,2026-01-24,ACTIVE
C000893,2023-12-06,ACTIVE
C000894,2017-01-16,ACTIVE
C000895,2021-02-09,ACTIVE
C000896,2025-02-25,ACTIVE
C000897,2024-11-20,ACTIVE
C000898,2026-02-25,INACTIVE
C000899,2022-05-09,ACTIVE
C000900,2026-07-13,ACTIVE
C000901,2024-06-20,ACTIVE
C000902,2023-03-28,ACTIVE
C000903,2025-09-25,ACTIVE
C000904,2020-06-16,ACTIVE
C000905,2019-05-13,ACTIVE
C000906,2026-08-12,ACTIVE
C000907,2026-04-11,ACTIVE
C000908,2026-07-01,ACTIVE
C000909,2020-08-02,ACTIVE
C000910,2023-03-16,INACTIVE
C000911,2023-12-10,ACTIVE
C000912,2022-07-23,ACTIVE
C000913,2023-05-01,ACTIVE
C000914,2024-05-02,INACTIVE
C000915,2025-03-14,ACTIVE
C000916,2022-11-26,ACTIVE
C000917,2026-03-02,ACTIVE
C000918,2018-06-13,ACTIVE
C000919,2021-02-07,ACTIVE
C000920,2024-10-06,ACTIVE
C000921,2022-10-16,ACTIVE
C000922,2023-07-07,ACTIVE
C000923,2017-06-07,ACTIVE
C000924,2018-05-15,ACTIVE
C000925,2020-08-02,ACTIVE
C000926,2024-10-16,ACTIVE
C000927,2025-01-29,ACTIVE
C000928,2022-02-23,ACTIVE
C000929,2022-12-28,ACTIVE
C000930,2023-04-18,ACTIVE
C000931,2017-12-07,ACTIVE
C000932,2020-08-31,ACTIVE
C000933,2021-12-29,ACTIVE
C000934,2018-04-12,ACTIVE
C000935,2019-07-28,ACTIVE
C000936,2018-06-10,ACTIVE
C000937,2021-11-23,ACTIVE
C000938,2017-07-27,ACTIVE
C000939,2024-05-20,ACTIVE
C000940,2019-01-09,ACTIVE
C000941,2021-02-07,ACTIVE
C000942,2026-03-09,ACTIVE
C000943,2019-12-20,ACTIVE
C000944,2022-03-09,ACTIVE
C000945,2022-02-12,INACTIVE
C000946,2020-06-03,ACTIVE
C000947,2020-04-04,ACTIVE
C000948,2023-10-12,ACTIVE
C000949,2022-09-13,ACTIVE
C000950,2019-07-23,INACTIVE
C000951,2024-07-31,ACTIVE
C000952,2026-06-09,ACTIVE
C000953,2023-01-22,ACTIVE
C000954,2019-07-23,INACTIVE
C000955,2019-07-06,ACTIVE
C000956,2019-06-26,ACTIVE
C000957,2023-01-28,ACTIVE
C000958,2017-11-18,ACTIVE
C000959,2019-03-31,ACTIVE
C000960,2025-01-03,ACTIVE
C000961,2022-10-26,ACTIVE
C000962,2018-05-27,ACTIVE
C000963,2023-12-27,ACTIVE
C000964,2022-03-04,ACTIVE
C000965,2017-03-06,ACTIVE
C000966,2018-11-21,ACTIVE
C000967,2023-07-02,ACTIVE
C000968,2024-06-25,ACTIVE
C000969,2017-08-17,ACTIVE
C000970,2021-07-06,ACTIVE
C000971,2020-11-08,ACTIVE
C000972,2020-04-23,ACTIVE
C000973,2017-07-09,ACTIVE
C000974,2017-05-11,ACTIVE
C000975,2026-05-15,ACTIVE
C000976,2022-04-29,INACTIVE
C000977,2023-11-06,ACTIVE
C000978,2021-07-10,ACTIVE
C000979,2021-05-10,ACTIVE
C000980,2025-10-28,ACTIVE
C000981,2024-10-18,ACTIVE
C000982,2018-01-04,ACTIVE
C000983,2021-04-23,ACTIVE
C000984,2023-03-31,ACTIVE
C000985,2021-12-30,ACTIVE
C000986,2022-01-27,ACTIVE
C000987,2023-12-28,ACTIVE
C000988,2026-06-05,ACTIVE
C000989,2020-06-21,ACTIVE
C000990,2023-09-14,ACTIVE
C000991,2017-08-05,ACTIVE
C000992,2019-10-16,ACTIVE
C000993,2020-03-10,INACTIVE
C000994,2021-02-15,ACTIVE
C000995,2017-09-10,ACTIVE
C000996,2019-07-29,ACTIVE
C000997,2019-04-30,ACTIVE
C000998,2017-11-03,ACTIVE
C000999,2018-08-15,ACTIVE
C001000,2026-07-13,ACTIVE
C000123,2023-02-11,ACTIVE
C_BADDATE,2026-13-40,ACTIVE
C_BADSTATUS,2024-05-10,PENDING
