customer_id,account_id,holder_role
C000569,A000932,PRIMARY
C000082,A000933,PRIMARY
C000559,A000934,PRIMARY
C000881,A000935,PRIMARY
C000408,A000936,PRIMARY
C000638,A000937,PRIMARY
C000389,A000938,PRIMARY
C000701,A000939,PRIMARY
C000419,A000940,PRIMARY
C000357,A000941,PRIMARY
C000648,A000942,PRIMARY
C000914,A000943,PRIMARY
C000691,A000944,PRIMARY
C000576,A000945,PRIMARY
C000726,A000946,PRIMARY
C000669,A000947,PRIMARY
C000125,A000948,PRIMARY
C000268,A000949,PRIMARY
C000119,A000950,PRIMARY
C000758,A000951,PRIMARY
C000112,A000952,PRIMARY
C000421,A000953,PRIMARY
C000682,A000954,PRIMARY
C000845,A000955,PRIMARY
C000694,A000956,PRIMARY
C000211,A000957,PRIMARY
C000667,A000958,PRIMARY
C000852,A000959,PRIMARY
C000692,A000960,PRIMARY
C000494,A000961,PRIMARY
C000091,A000962,PRIMARY
C000768,A000963,PRIMARY
C000930,A000964,PRIMARY
C000099,A000965,PRIMARY
C000496,A000966,PRIMARY
C000499,A000967,PRIMARY
C000638,A000968,PRIMARY
C000029,A000969,PRIMARY
C000938,A000970,PRIMARY
C000929,A000971,PRIMARY
C000738,A000972,PRIMARY
C000555,A000973,PRIMARY
C000667,A000974,PRIMARY
C000299,A000975,PRIMARY
C000647,A000976,PRIMARY
C000026,A000977,PRIMARY
C000663,A000978,PRIMARY
C000911,A000979,PRIMARY
C000652,A000980,PRIMARY
C000293,A000981,PRIMARY
C000128,A000982,PRIMARY
C000185,A000983,PRIMARY
C000991,A000984,PRIMARY
C000789,A000985,PRIMARY
C000989,A000986,PRIMARY
C000077,A000987,PRIMARY
C000112,A000988,PRIMARY
C000227,A000989,PRIMARY
C000972,A000990,PRIMARY
C000771,A000991,PRIMARY
C000617,A000992,PRIMARY
C000790,A000993,PRIMARY
C000646,A000994,PRIMARY
C000434,A000995,PRIMARY
C000316,A000996,PRIMARY
C000912,A000997,PRIMARY
C000956,A000998,PRIMARY
C000627,A000999,PRIMARY
C000253,A001000,PRIMARY
C000112,A001001,PRIMARY
C000434,A001002,PRIMARY
C000087,A001003,PRIMARY
C000449,A001004,PRIMARY
C000574,A001005,PRIMARY
C000685,A001006,PRIMARY
C000739,A001007,PRIMARY
C000287,A001008,PRIMARY
C000835,A001009,PRIMARY
C000333,A001010,PRIMARY
C000611,A001011,PRIMARY
C000364,A001012,PRIMARY
C000553,A001013,PRIMARY
C000346,A001014,PRIMARY
C000218,A001015,PRIMARY
C000998,A001016,PRIMARY
C000683,A001017,PRIMARY
C000578,A001018,PRIMARY
C000242,A001019,PRIMARY
C000647,A001020,PRIMARY
C000344,A001021,PRIMARY
C000979,A001022,PRIMARY
C000553,A001023,PRIMARY
C000320,A001024,PRIMARY
C000835,A001025,PRIMARY
C000282,A001026,PRIMARY
C000617,A001027,PRIMARY
C000086,A001028,PRIMARY
C000475,A001029,PRIMARY
C000635,A001030,PRIMARY
C000372,A001031,PRIMARY
C000938,A001032,PRIMARY
C000301,A001033,PRIMARY
C000737,A001034,PRIMARY
C000904,A001035,PRIMARY
C000664,A001036,PRIMARY
C000251,A001037,PRIMARY
C000836,A001038,PRIMARY
C000228,A001039,PRIMARY
C000965,A001040,PRIMARY
C000437,A001041,PRIMARY
C000508,A001042,PRIMARY
C000141,A001043,PRIMARY
C000178,A001044,PRIMARY
C000229,A001045,PRIMARY
C000758,A001046,PRIMARY
C000235,A001047,PRIMARY
C000520,A001048,PRIMARY
C000315,A001049,PRIMARY
C000466,A001050,PRIMARY
C000798,A001051,PRIMARY
C000784,A001052,PRIMARY
C000433,A001053,PRIMARY
C000250,A001054,PRIMARY
C000900,A001055,PRIMARY
C000068,A001056,PRIMARY
C000254,A001057,PRIMARY
C000230,A001058,PRIMARY
C000921,A001059,PRIMARY
C000621,A001060,PRIMARY
C000276,A001061,PRIMARY
C000583,A001062,PRIMARY
C000134,A001063,PRIMARY
C000494,A001064,PRIMARY
C000858,A001065,PRIMARY
C000868,A001066,PRIMARY
C000863,A001067,PRIMARY
C000997,A001068,PRIMARY
C000513,A001069,PRIMARY
C000994,A001070,PRIMARY
C000923,A001071,PRIMARY
C000878,A001072,PRIMARY
C000824,A001073,PRIMARY
C000396,A001074,PRIMARY
C000572,A001075,PRIMARY
C000974,A001076,PRIMARY
C000455,A001077,PRIMARY
C000419,A001078,PRIMARY
C000026,A001079,PRIMARY
C000513,A001080,PRIMARY
C000833,A001081,PRIMARY
C000233,A001082,PRIMARY
C000597,A001083,PRIMARY
C000673,A001084,PRIMARY
C000936,A001085,PRIMARY
C000881,A001086,PRIMARY
C000611,A001087,PRIMARY
C000537,A001088,PRIMARY
C000579,A001089,PRIMARY
C000904,A001090,PRIMARY
C000170,A001091,PRIMARY
C000799,A001092,PRIMARY
C000999,A001093,PRIMARY
C000307,A001094,PRIMARY
C000589,A001095,PRIMARY
C000852,A001096,PRIMARY
C000785,A001097,PRIMARY
C000316,A001098,PRIMARY
C000576,A001099,PRIMARY
C000965,A001100,PRIMARY
C000205,A001101,PRIMARY
C000708,A001102,PRIMARY
C000088,A001103,PRIMARY
C000129,A001104,PRIMARY
C000129,A001105,PRIMARY
C000006,A001106,PRIMARY
C000508,A001107,PRIMARY
C000844,A001108,PRIMARY
C000643,A001109,PRIMARY
C000444,A001110,PRIMARY
C000831,A001111,PRIMARY
C000843,A001112,PRIMARY
C000349,A001113,PRIMARY
C000172,A001114,PRIMARY
C000074,A001115,PRIMARY
C000638,A001116,PRIMARY
C000853,A001117,PRIMARY
C000187,A001118,PRIMARY
C000871,A001119,PRIMARY
C000722,A001120,PRIMARY
C000839,A001121,PRIMARY
C000320,A001122,PRIMARY
C000918,A001123,PRIMARY
C000380,A001124,PRIMARY
C000833,A001125,PRIMARY
C000185,A001126,PRIMARY
C000810,A001127,PRIMARY
C000878,A001128,PRIMARY
C000998,A001129,PRIMARY
C000739,A001130,PRIMARY
C000112,A001131,PRIMARY
C000600,A001132,PRIMARY
C000992,A001133,PRIMARY
C000157,A001134,PRIMARY
C000216,A001135,PRIMARY
C000242,A001136,PRIMARY
C000574,A001137,PRIMARY
C000293,A001138,PRIMARY
C000228,A001139,PRIMARY
C000407,A001140,PRIMARY
C000561,A001141,PRIMARY
C000527,A001142,PRIMARY
C000320,A001143,PRIMARY
C000091,A001144,PRIMARY
C000229,A001145,PRIMARY
C000685,A001146,PRIMARY
C000840,A001147,PRIMARY
C000444,A001148,PRIMARY
C000981,A001149,PRIMARY
C000771,A001150,PRIMARY
C000855,A001151,PRIMARY
C000385,A001152,PRIMARY
C000755,A001153,PRIMARY
C000814,A001154,PRIMARY
C000894,A001155,PRIMARY
C000704,A001156,PRIMARY
C000938,A001157,PRIMARY
C000776,A001158,PRIMARY
C000531,A001159,PRIMARY
C000079,A001160,PRIMARY
C000156,A001161,PRIMARY
C000791,A001162,PRIMARY
C000408,A001163,PRIMARY
C000336,A001164,PRIMARY
C000527,A001165,PRIMARY
C000287,A001166,PRIMARY
C000765,A001167,PRIMARY
C000296,A001168,PRIMARY
C000436,A001169,PRIMARY
C000971,A001170,PRIMARY
C000532,A001171,PRIMARY
C000558,A001172,PRIMARY
C000844,A001173,PRIMARY
C000785,A001174,PRIMARY
C000323,A001175,PRIMARY
C000307,A001176,PRIMARY
C000928,A001177,PRIMARY
C000344,A001178,PRIMARY
C000737,A001179,PRIMARY
C000792,A001180,PRIMARY
C000854,A001181,PRIMARY
C000196,A001182,PRIMARY
C000596,A001183,PRIMARY
C000201,A001184,PRIMARY
C000002,A001185,PRIMARY
C000722,A001186,PRIMARY
C000806,A001187,PRIMARY
C000597,A001188,PRIMARY
C000152,A001189,PRIMARY
C000530,A001190,PRIMARY
C000342,A001191,PRIMARY
C000060,A001192,PRIMARY
C000683,A001193,PRIMARY
C000770,A001194,PRIMARY
C000307,A001195,PRIMARY
C000434,A001196,PRIMARY
C000703,A001197,PRIMARY
C000688,A001198,PRIMARY
C000104,A001199,PRIMARY
C000810,A001200,PRIMARY
C000499,A001201,PRIMARY
C000284,A001202,PRIMARY
C000661,A001203,PRIMARY
C000144,A001204,PRIMARY
C000082,A001205,PRIMARY
C000336,A001206,PRIMARY
C000590,A001207,PRIMARY
C000140,A001208,PRIMARY
C000298,A001209,PRIMARY
C000417,A001210,PRIMARY
C000509,A001211,PRIMARY
C000551,A001212,PRIMARY
C000632,A001213,PRIMARY
C000804,A001214,PRIMARY
C000164,A001215,PRIMARY
C000681,A001216,PRIMARY
C000446,A001217,PRIMARY
C000219,A001218,PRIMARY
C000674,A001219,PRIMARY
C000372,A001220,PRIMARY
C000206,A001221,PRIMARY
C000343,A001222,PRIMARY
C000632,A001223,PRIMARY
C000516,A001224,PRIMARY
C000738,A001225,PRIMARY
C000300,A001226,PRIMARY
C000585,A001227,PRIMARY
C000522,A001228,PRIMARY
C000773,A001229,PRIMARY
C000991,A001230,PRIMARY
C000202,A001231,PRIMARY
C000823,A001232,PRIMARY
C000918,A001233,PRIMARY
C000015,A001234,PRIMARY
C000002,A001235,PRIMARY
C000242,A001236,PRIMARY
C000638,A001237,PRIMARY
C000606,A001238,PRIMARY
C000592,A001239,PRIMARY
C000404,A001240,PRIMARY
C000925,A001241,PRIMARY
C000085,A001242,PRIMARY
C000932,A001243,PRIMARY
C000484,A001244,PRIMARY
C000651,A001245,PRIMARY
C000383,A001246,PRIMARY
C000039,A001247,PRIMARY
C000445,A001248,PRIMARY
C000125,A001249,PRIMARY
C000743,A001250,PRIMARY
C000099,A000238,JOINT
C000923,A000143,JOINT
C000321,A000563,JOINT
C000642,A001237,JOINT
C000895,A000845,JOINT
C000768,A001012,JOINT
C000372,A000692,JOINT
C000157,A000910,JOINT
C000866,A001193,JOINT
C000436,A000578,JOINT
C000012,A001086,JOINT
C000019,A000356,JOINT
C000358,A000971,JOINT
C000296,A000342,JOINT
C000387,A001114,JOINT
C000574,A000593,JOINT
C000985,A000986,JOINT
C000798,A000875,JOINT
C000074,A000192,JOINT
C000931,A000632,JOINT
C000918,A000572,JOINT
C000711,A000896,JOINT
C000837,A000479,JOINT
C000726,A001089,JOINT
C000995,A000100,JOINT
C000525,A000440,JOINT
C000394,A000949,JOINT
C000717,A001039,JOINT
C000420,A000361,JOINT
C000605,A000693,JOINT
C000765,A000514,JOINT
C000579,A000889,JOINT
C000135,A000357,JOINT
C000173,A000157,JOINT
C000718,A000738,JOINT
C000556,A000071,JOINT
C000446,A000466,JOINT
C000784,A000362,JOINT
C000642,A000999,JOINT
C000708,A000975,JOINT
C000484,A000347,JOINT
C000022,A000246,JOINT
C000178,A000752,JOINT
C000854,A001003,JOINT
C000054,A000060,JOINT
C000635,A000255,JOINT
C000950,A000317,JOINT
C000228,A001166,JOINT
C000813,A000587,JOINT
C000104,A001075,JOINT
C000678,A000842,JOINT
C000212,A000232,JOINT
C000579,A000626,JOINT
C000063,A001145,JOINT
C000129,A001228,JOINT
C000491,A001204,JOINT
C000296,A000523,JOINT
C000727,A000050,JOINT
C000564,A001164,JOINT
C000327,A000038,JOINT
C000320,A000173,JOINT
C000753,A000156,JOINT
C000621,A000746,JOINT
C000160,A000751,JOINT
C000710,A000428,JOINT
C000437,A001136,JOINT
C000298,A000385,JOINT
C000474,A001238,JOINT
C000660,A000333,JOINT
C000685,A000832,JOINT
C000863,A000041,JOINT
C000577,A000524,JOINT
C000251,A000816,JOINT
C000174,A001224,JOINT
C000776,A000324,JOINT
C000853,A001241,JOINT
C000233,A000917,JOINT
C000794,A000423,JOINT
C000781,A000656,JOINT
C000172,A001071,JOINT
C000719,A000472,JOINT
C000692,A000439,JOINT
C000494,A001196,JOINT
C000484,A000168,JOINT
C000607,A000980,JOINT
C000565,A001182,JOINT
C000479,A000822,JOINT
C000498,A000082,JOINT
C000225,A000053,JOINT
C000999,A000505,JOINT
C000954,A000704,JOINT
C000446,A000295,JOINT
C000685,A000699,JOINT
C000316,A000551,JOINT
C000678,A000011,JOINT
C000310,A000564,JOINT
C000999,A000280,JOINT
C000569,A001178,JOINT
C000438,A001240,JOINT
C000283,A000260,JOINT
C000263,A000026,PRIMARY
C999999,A000010,JOINT
C000010,A999999,PRIMARY
C000020,A000020,OWNER
C000001,A000238,PRIMARY
