transaction_id,account_id,transaction_timestamp,transaction_type,channel_code,amount,currency_code,status
T00011563,A001079,2026-02-09 02:55:03,PURCHASE,APP,1059.56,ZAR,SUCCESSFUL
T00011564,A000888,2024-12-07 12:20:23,TRANSFER,APP,19065.16,ZAR,SUCCESSFUL
T00011565,A000997,2026-04-22 23:17:38,WITHDRAWAL,ATM,1850.00,ZAR,SUCCESSFUL
T00011566,A001243,2025-10-18 10:40:55,PURCHASE,APP,5000.00,ZAR,SUCCESSFUL
T00011567,A000114,2023-06-01 23:36:08,DEPOSIT,APP,5945.47,ZAR,SUCCESSFUL
T00011568,A000888,2024-11-02 04:57:09,PURCHASE,CARD,1303.54,ZAR,SUCCESSFUL
T00011569,A001099,2022-02-13 09:57:19,DEPOSIT,ATM,8316.34,ZAR,SUCCESSFUL
T00011570,A000743,2025-02-22 10:53:14,PURCHASE,CARD,753.99,ZAR,SUCCESSFUL
T00011571,A000207,2026-02-16 21:24:32,TRANSFER,APP,11685.31,ZAR,SUCCESSFUL
T00011572,A000417,2026-06-25 03:51:32,WITHDRAWAL,ATM,2850.00,ZAR,SUCCESSFUL
T00011573,A000283,2025-01-19 00:18:03,PURCHASE,CARD,150.02,ZAR,SUCCESSFUL
T00011574,A000983,2026-01-18 12:40:21,PURCHASE,CARD,780.92,ZAR,SUCCESSFUL
T00011575,A000042,2021-01-04 02:58:41,PURCHASE,CARD,30.59,ZAR,SUCCESSFUL
T00011576,A000608,2026-04-10 23:19:26,PURCHASE,CARD,61.70,ZAR,SUCCESSFUL
T00011577,A000269,2026-01-10 11:29:20,PURCHASE,APP,75.02,ZAR,SUCCESSFUL
T00011578,A000543,2026-06-17 16:57:49,WITHDRAWAL,ATM,2850.00,ZAR,SUCCESSFUL
T00011579,A000471,2021-09-06 21:10:07,PURCHASE,CARD,23.48,ZAR,SUCCESSFUL
T00011580,A000861,2025-12-06 22:02:56,TRANSFER,APP,10270.49,ZAR,SUCCESSFUL
T00011581,A000213,2025-07-22 10:12:00,DEPOSIT,APP,2766.00,ZAR,SUCCESSFUL
T00011582,A000230,2026-08-16 21:19:01,TRANSFER,APP,16938.74,ZAR,SUCCESSFUL
T00011583,A000683,2023-01-13 13:05:38,PURCHASE,APP,111.11,ZAR,SUCCESSFUL
T00011584,A000930,2022-11-17 15:52:27,PURCHASE,CARD,549.13,ZAR,SUCCESSFUL
T00011585,A000472,2022-02-28 12:05:57,DEPOSIT,ATM,8079.66,ZAR,SUCCESSFUL
T00011586,A000695,2026-07-27 01:34:16,PURCHASE,CARD,66.38,ZAR,SUCCESSFUL
T00011587,A001138,2021-10-08 16:52:40,WITHDRAWAL,ATM,1800.00,ZAR,SUCCESSFUL
T00011588,A001206,2019-10-29 20:53:08,DEPOSIT,APP,3620.98,ZAR,SUCCESSFUL
T00011589,A000008,2025-02-01 22:45:04,DEPOSIT,ATM,6484.88,ZAR,SUCCESSFUL
T00011590,A000137,2023-12-31 16:04:23,PURCHASE,CARD,74.92,ZAR,SUCCESSFUL
T00011591,A000529,2022-12-31 00:06:04,WITHDRAWAL,ATM,1000.00,ZAR,SUCCESSFUL
T00011592,A001066,2018-05-28 13:32:17,TRANSFER,APP,156.20,ZAR,SUCCESSFUL
T00011593,A001232,2025-05-19 21:21:20,PURCHASE,CARD,657.51,ZAR,SUCCESSFUL
T00011594,A000852,2026-02-23 23:46:22,PURCHASE,CARD,213.01,ZAR,SUCCESSFUL
T00011595,A001160,2025-11-10 08:06:58,TRANSFER,APP,11523.49,ZAR,SUCCESSFUL
T00011596,A000955,2025-03-12 18:03:33,PURCHASE,CARD,83.70,ZAR,SUCCESSFUL
T00011597,A000198,2025-10-28 04:45:28,PURCHASE,CARD,1078.95,ZAR,SUCCESSFUL
T00011598,A000653,2021-05-18 08:19:28,WITHDRAWAL,ATM,1350.00,ZAR,SUCCESSFUL
T00011599,A000529,2025-10-27 21:00:35,PURCHASE,CARD,336.54,ZAR,SUCCESSFUL
T00011600,A000338,2026-05-04 16:06:36,WITHDRAWAL,ATM,1350.00,ZAR,SUCCESSFUL
T00011601,A000024,2026-05-17 14:21:19,WITHDRAWAL,ATM,700.00,ZAR,SUCCESSFUL
T00011602,A000791,2024-08-03 11:24:35,WITHDRAWAL,ATM,450.00,ZAR,SUCCESSFUL
T00011603,A000464,2025-12-19 19:10:55,WITHDRAWAL,ATM,900.00,ZAR,SUCCESSFUL
T00011604,A000933,2026-05-31 09:52:49,PURCHASE,CARD,1419.07,ZAR,SUCCESSFUL
T00011605,A000554,2022-11-01 20:09:02,WITHDRAWAL,ATM,1500.00,ZAR,SUCCESSFUL
T00011606,A000247,2024-04-19 11:30:19,PURCHASE,CARD,750.72,ZAR,SUCCESSFUL
T00011607,A000345,2025-10-19 01:08:46,WITHDRAWAL,ATM,1350.00,ZAR,SUCCESSFUL
T00011608,A000697,2025-12-29 23:22:44,WITHDRAWAL,ATM,200.00,ZAR,SUCCESSFUL
T00011609,A000994,2026-03-12 03:00:44,PURCHASE,APP,1040.50,ZAR,SUCCESSFUL
T00011610,A000103,2025-12-20 04:44:08,WITHDRAWAL,ATM,550.00,ZAR,SUCCESSFUL
T00011611,A000240,2026-08-16 16:58:10,PURCHASE,CARD,506.25,ZAR,SUCCESSFUL
T00011612,A000141,2022-10-31 20:14:00,PURCHASE,CARD,518.58,ZAR,SUCCESSFUL
T00011613,A000118,2022-07-16 22:03:58,WITHDRAWAL,ATM,1950.00,ZAR,SUCCESSFUL
T00011614,A001238,2022-05-20 05:31:17,PURCHASE,CARD,32.93,ZAR,SUCCESSFUL
T00011615,A000648,2024-03-16 09:28:22,PURCHASE,CARD,451.34,ZAR,SUCCESSFUL
T00011616,A000585,2025-11-19 00:40:07,PURCHASE,CARD,1158.10,ZAR,SUCCESSFUL
T00011617,A000518,2025-07-17 12:56:18,WITHDRAWAL,ATM,1850.00,ZAR,SUCCESSFUL
T00011618,A000570,2025-07-12 06:51:21,PURCHASE,CARD,62.75,ZAR,SUCCESSFUL
T00011619,A001010,2025-11-02 22:52:03,TRANSFER,APP,15356.39,ZAR,SUCCESSFUL
T00011620,A000938,2024-08-26 12:33:02,PURCHASE,APP,245.24,ZAR,SUCCESSFUL
T00011621,A001005,2024-05-17 15:19:55,WITHDRAWAL,ATM,750.00,ZAR,SUCCESSFUL
T00011622,A000731,2025-03-07 01:52:28,PURCHASE,CARD,187.54,ZAR,SUCCESSFUL
T00011623,A001243,2026-08-04 06:12:41,PURCHASE,CARD,259.57,ZAR,SUCCESSFUL
T00011624,A000696,2024-11-23 12:46:36,TRANSFER,APP,11614.58,ZAR,SUCCESSFUL
T00011625,A000564,2026-08-04 21:29:17,PURCHASE,CARD,378.91,ZAR,SUCCESSFUL
T00011626,A000223,2026-01-21 09:59:15,TRANSFER,APP,13050.88,ZAR,SUCCESSFUL
T00011627,A000530,2025-06-20 12:31:35,WITHDRAWAL,ATM,500.00,ZAR,SUCCESSFUL
T00011628,A000268,2025-01-28 11:31:22,WITHDRAWAL,ATM,1500.00,ZAR,SUCCESSFUL
T00011629,A001136,2026-04-03 11:02:54,PURCHASE,APP,101.78,ZAR,SUCCESSFUL
T00011630,A000811,2020-03-04 21:12:56,WITHDRAWAL,ATM,1200.00,ZAR,SUCCESSFUL
T00011631,A000523,2025-03-27 17:44:19,PURCHASE,CARD,68.17,ZAR,SUCCESSFUL
T00011632,A000050,2025-03-13 05:52:17,PURCHASE,CARD,240.30,ZAR,FAILED
T00011633,A000999,2025-07-29 07:57:00,PURCHASE,CARD,145.41,ZAR,SUCCESSFUL
T00011634,A000813,2025-01-30 14:15:56,TRANSFER,APP,490.15,ZAR,SUCCESSFUL
T00011635,A000201,2024-08-13 11:51:08,WITHDRAWAL,ATM,2250.00,ZAR,SUCCESSFUL
T00011636,A001145,2025-07-31 04:11:40,PURCHASE,APP,288.89,ZAR,SUCCESSFUL
T00011637,A000594,2019-06-01 18:39:29,PURCHASE,CARD,219.84,ZAR,FAILED
T00011638,A000279,2024-10-28 04:44:26,PURCHASE,CARD,222.04,ZAR,SUCCESSFUL
T00011639,A000745,2024-02-05 16:37:12,PURCHASE,CARD,375.47,ZAR,SUCCESSFUL
T00011640,A000641,2024-12-09 04:57:32,PURCHASE,CARD,16.59,ZAR,SUCCESSFUL
T00011641,A000081,2025-03-07 18:18:42,PURCHASE,CARD,115.82,ZAR,SUCCESSFUL
T00011642,A000205,2022-11-11 07:48:50,DEPOSIT,ATM,5955.00,ZAR,SUCCESSFUL
T00011643,A000626,2020-12-31 19:55:55,PURCHASE,APP,108.69,ZAR,SUCCESSFUL
T00011644,A000652,2024-06-29 16:18:26,PURCHASE,CARD,328.69,ZAR,SUCCESSFUL
T00011645,A001155,2023-07-23 00:34:32,PURCHASE,CARD,170.41,ZAR,SUCCESSFUL
T00011646,A000580,2025-02-05 19:16:02,PURCHASE,CARD,225.43,ZAR,SUCCESSFUL
T00011647,A000767,2024-02-19 22:06:09,DEPOSIT,ATM,4303.04,ZAR,SUCCESSFUL
T00011648,A000806,2022-09-19 21:52:01,PURCHASE,CARD,1723.76,ZAR,SUCCESSFUL
T00011649,A001105,2023-08-26 07:42:06,PURCHASE,CARD,628.37,ZAR,SUCCESSFUL
T00011650,A001038,2022-02-15 13:53:48,PURCHASE,CARD,162.96,ZAR,SUCCESSFUL
T00011651,A000951,2025-07-07 23:55:09,PURCHASE,APP,147.36,ZAR,SUCCESSFUL
T00011652,A000463,2026-03-19 00:32:01,DEPOSIT,APP,9887.81,ZAR,SUCCESSFUL
T00011653,A001021,2024-12-16 12:49:03,WITHDRAWAL,ATM,1100.00,ZAR,SUCCESSFUL
T00011654,A000376,2024-03-13 01:20:03,PURCHASE,APP,94.10,ZAR,SUCCESSFUL
T00011655,A000234,2024-03-23 16:09:47,PURCHASE,APP,254.19,ZAR,SUCCESSFUL
T00011656,A000798,2026-03-28 16:50:19,PURCHASE,APP,125.58,ZAR,SUCCESSFUL
T00011657,A001046,2026-05-30 15:44:22,PURCHASE,CARD,72.33,ZAR,SUCCESSFUL
T00011658,A001136,2026-03-06 02:03:27,PURCHASE,CARD,66.38,ZAR,SUCCESSFUL
T00011659,A000002,2026-07-10 21:07:19,WITHDRAWAL,ATM,2150.00,ZAR,SUCCESSFUL
T00011660,A000421,2024-11-05 19:37:49,PURCHASE,APP,131.55,ZAR,SUCCESSFUL
T00011661,A001218,2022-04-01 12:39:11,PURCHASE,CARD,594.88,ZAR,SUCCESSFUL
T00011662,A001244,2026-03-13 04:40:20,PURCHASE,CARD,4467.23,ZAR,SUCCESSFUL
T00011663,A000451,2026-03-05 01:55:28,PURCHASE,CARD,160.94,ZAR,SUCCESSFUL
T00011664,A000328,2026-08-13 16:33:52,WITHDRAWAL,ATM,1000.00,ZAR,SUCCESSFUL
T00011665,A000348,2024-05-20 06:58:00,PURCHASE,CARD,264.22,ZAR,SUCCESSFUL
T00011666,A000642,2022-10-30 18:40:15,PURCHASE,CARD,225.44,ZAR,SUCCESSFUL
T00011667,A001087,2022-07-25 01:14:35,WITHDRAWAL,ATM,200.00,ZAR,SUCCESSFUL
T00011668,A001141,2025-09-03 16:23:25,PURCHASE,APP,807.52,ZAR,SUCCESSFUL
T00011669,A000042,2020-09-21 06:39:01,PURCHASE,CARD,374.22,ZAR,SUCCESSFUL
T00011670,A000486,2025-10-30 14:39:59,DEPOSIT,APP,6483.07,ZAR,SUCCESSFUL
T00011671,A000170,2026-08-06 11:09:30,PURCHASE,CARD,133.06,ZAR,SUCCESSFUL
T00011672,A000666,2026-08-23 23:41:28,WITHDRAWAL,ATM,1650.00,ZAR,SUCCESSFUL
T00011673,A001038,2025-02-18 11:06:57,DEPOSIT,APP,900.06,ZAR,SUCCESSFUL
T00011674,A000049,2025-09-04 00:55:32,PURCHASE,CARD,60.19,ZAR,FAILED
T00011675,A000830,2025-05-05 07:04:51,DEPOSIT,ATM,9152.46,ZAR,SUCCESSFUL
T00011676,A001014,2026-05-09 11:35:06,TRANSFER,ATM,1038.80,ZAR,SUCCESSFUL
T00011677,A001190,2019-04-28 15:34:39,TRANSFER,APP,4658.22,ZAR,SUCCESSFUL
T00011678,A000272,2026-03-24 20:42:06,DEPOSIT,ATM,5928.06,ZAR,SUCCESSFUL
T00011679,A000944,2026-02-10 11:15:01,PURCHASE,CARD,233.61,ZAR,SUCCESSFUL
T00011680,A001199,2022-03-20 10:05:09,WITHDRAWAL,ATM,200.00,ZAR,SUCCESSFUL
T00011681,A000493,2024-08-08 03:57:38,PURCHASE,APP,388.58,ZAR,SUCCESSFUL
T00011682,A001061,2023-09-24 20:44:41,WITHDRAWAL,ATM,1500.00,ZAR,SUCCESSFUL
T00011683,A000143,2021-12-26 01:19:47,WITHDRAWAL,ATM,1450.00,ZAR,SUCCESSFUL
T00011684,A000733,2024-11-22 18:00:21,DEPOSIT,ATM,9700.22,ZAR,SUCCESSFUL
T00011685,A001135,2026-05-05 16:33:57,WITHDRAWAL,ATM,1500.00,ZAR,SUCCESSFUL
T00011686,A000568,2025-03-22 07:20:22,PURCHASE,CARD,285.16,ZAR,SUCCESSFUL
T00011687,A000353,2025-10-03 05:26:11,TRANSFER,APP,4385.33,ZAR,SUCCESSFUL
T00011688,A000960,2026-08-14 18:09:17,WITHDRAWAL,ATM,2150.00,ZAR,SUCCESSFUL
T00011689,A000547,2022-07-12 22:29:58,TRANSFER,APP,2637.51,ZAR,SUCCESSFUL
T00011690,A001097,2025-01-15 08:24:56,TRANSFER,APP,19667.82,ZAR,SUCCESSFUL
T00011691,A000510,2024-05-31 06:44:10,TRANSFER,APP,12200.18,ZAR,SUCCESSFUL
T00011692,A001115,2025-04-16 16:08:28,TRANSFER,APP,2712.29,ZAR,SUCCESSFUL
T00011693,A000156,2026-03-09 06:53:53,TRANSFER,APP,2741.20,ZAR,SUCCESSFUL
T00011694,A001201,2025-05-22 22:56:39,PURCHASE,CARD,47.47,ZAR,SUCCESSFUL
T00011695,A000830,2022-07-13 07:08:54,PURCHASE,CARD,109.39,ZAR,SUCCESSFUL
T00011696,A000538,2024-04-22 03:31:28,TRANSFER,APP,5058.26,ZAR,SUCCESSFUL
T00011697,A000484,2019-07-20 20:44:52,DEPOSIT,APP,5128.99,ZAR,SUCCESSFUL
T00011698,A000492,2025-11-12 12:23:46,TRANSFER,APP,19051.50,ZAR,SUCCESSFUL
T00011699,A000458,2022-09-14 18:16:35,PURCHASE,APP,1312.21,ZAR,SUCCESSFUL
T00011700,A000621,2022-05-13 20:53:07,PURCHASE,APP,348.79,ZAR,SUCCESSFUL
T00011701,A000132,2020-11-04 19:42:09,PURCHASE,CARD,235.64,ZAR,SUCCESSFUL
T00011702,A000151,2024-01-20 22:36:06,PURCHASE,CARD,1480.45,ZAR,SUCCESSFUL
T00011703,A000126,2022-10-13 12:19:46,TRANSFER,APP,7060.86,ZAR,SUCCESSFUL
T00011704,A000424,2024-07-10 11:37:59,PURCHASE,CARD,97.00,ZAR,SUCCESSFUL
T00011705,A001178,2022-05-30 15:33:11,DEPOSIT,ATM,7675.57,ZAR,SUCCESSFUL
T00011706,A000105,2025-03-21 09:57:40,WITHDRAWAL,ATM,150.00,ZAR,SUCCESSFUL
T00011707,A000027,2026-02-06 22:41:26,WITHDRAWAL,ATM,2800.00,ZAR,SUCCESSFUL
T00011708,A001190,2020-02-29 14:48:57,PURCHASE,APP,220.65,ZAR,SUCCESSFUL
T00011709,A000812,2018-11-30 07:30:29,PURCHASE,CARD,214.97,ZAR,SUCCESSFUL
T00011710,A000783,2019-08-06 07:24:15,PURCHASE,CARD,282.35,ZAR,SUCCESSFUL
T00011711,A000606,2022-08-31 18:21:50,PURCHASE,CARD,216.21,ZAR,SUCCESSFUL
T00011712,A000462,2026-06-18 07:36:48,PURCHASE,APP,184.48,ZAR,SUCCESSFUL
T00011713,A001236,2026-04-08 02:01:56,DEPOSIT,ATM,9817.59,ZAR,SUCCESSFUL
T00011714,A000614,2020-07-18 19:52:24,PURCHASE,CARD,367.47,ZAR,SUCCESSFUL
T00011715,A000883,2025-02-13 12:20:38,DEPOSIT,ATM,5278.11,ZAR,REVERSED
T00011716,A000010,2023-01-01 17:45:19,PURCHASE,CARD,163.55,ZAR,SUCCESSFUL
T00011717,A000214,2026-04-16 03:18:55,TRANSFER,APP,7569.12,ZAR,SUCCESSFUL
T00011718,A001197,2026-05-16 13:40:37,PURCHASE,CARD,140.24,ZAR,SUCCESSFUL
T00011719,A000067,2025-02-18 21:33:52,PURCHASE,APP,160.48,ZAR,SUCCESSFUL
T00011720,A000039,2025-01-06 22:37:59,TRANSFER,APP,8069.41,ZAR,SUCCESSFUL
T00011721,A000821,2026-03-25 14:48:26,PURCHASE,CARD,138.13,ZAR,SUCCESSFUL
T00011722,A000154,2023-03-15 20:48:11,TRANSFER,APP,15032.43,ZAR,SUCCESSFUL
T00011723,A000833,2026-01-13 06:55:53,PURCHASE,CARD,227.32,ZAR,SUCCESSFUL
T00011724,A000838,2020-07-30 00:49:24,PURCHASE,CARD,149.31,ZAR,SUCCESSFUL
T00011725,A000410,2026-05-03 02:14:29,PURCHASE,APP,423.04,ZAR,SUCCESSFUL
T00011726,A000149,2019-06-17 18:37:42,DEPOSIT,ATM,8820.29,ZAR,SUCCESSFUL
T00011727,A000178,2026-08-27 22:46:13,TRANSFER,APP,5137.89,ZAR,SUCCESSFUL
T00011728,A000359,2026-02-03 10:12:30,PURCHASE,CARD,613.20,ZAR,SUCCESSFUL
T00011729,A001111,2022-04-03 17:10:13,TRANSFER,APP,17561.32,ZAR,SUCCESSFUL
T00011730,A000991,2026-08-27 07:19:04,TRANSFER,APP,13871.76,ZAR,SUCCESSFUL
T00011731,A000587,2021-01-11 08:14:51,PURCHASE,CARD,915.31,ZAR,SUCCESSFUL
T00011732,A000753,2023-04-19 06:25:40,WITHDRAWAL,ATM,2700.00,ZAR,SUCCESSFUL
T00011733,A000815,2022-11-24 09:20:20,TRANSFER,APP,16042.45,ZAR,SUCCESSFUL
T00011734,A000271,2019-04-13 17:03:51,WITHDRAWAL,ATM,1900.00,ZAR,SUCCESSFUL
T00011735,A001058,2020-04-09 10:48:06,TRANSFER,APP,3348.99,ZAR,SUCCESSFUL
T00011736,A000312,2025-04-27 23:48:18,DEPOSIT,ATM,381.79,ZAR,REVERSED
T00011737,A000292,2026-03-30 21:45:32,WITHDRAWAL,ATM,2500.00,ZAR,SUCCESSFUL
T00011738,A000122,2020-03-04 08:51:26,PURCHASE,APP,104.41,ZAR,SUCCESSFUL
T00011739,A001038,2025-02-07 09:34:34,PURCHASE,CARD,90.14,ZAR,SUCCESSFUL
T00011740,A000265,2024-02-20 00:40:04,WITHDRAWAL,ATM,2600.00,ZAR,SUCCESSFUL
T00011741,A001130,2019-02-07 06:53:37,PURCHASE,APP,109.42,ZAR,SUCCESSFUL
T00011742,A000536,2026-04-24 22:07:29,WITHDRAWAL,ATM,900.00,ZAR,SUCCESSFUL
T00011743,A000318,2023-07-07 09:34:30,WITHDRAWAL,ATM,950.00,ZAR,SUCCESSFUL
T00011744,A000622,2026-04-19 23:36:57,PURCHASE,CARD,290.16,ZAR,SUCCESSFUL
T00011745,A000071,2026-01-10 12:25:42,WITHDRAWAL,ATM,2750.00,ZAR,SUCCESSFUL
T00011746,A000469,2024-01-15 05:26:58,PURCHASE,CARD,2077.65,ZAR,SUCCESSFUL
T00011747,A000932,2026-07-03 18:39:57,PURCHASE,APP,158.23,ZAR,SUCCESSFUL
T00011748,A000936,2025-04-06 23:17:00,TRANSFER,APP,17886.94,ZAR,SUCCESSFUL
T00011749,A000981,2022-04-14 06:19:37,PURCHASE,CARD,607.56,ZAR,SUCCESSFUL
T00011750,A000180,2025-01-18 16:33:05,PURCHASE,CARD,248.17,ZAR,SUCCESSFUL
T00011751,A000086,2023-07-15 15:23:52,TRANSFER,APP,18112.81,ZAR,SUCCESSFUL
T00011752,A000785,2025-03-14 10:53:55,WITHDRAWAL,ATM,1550.00,ZAR,SUCCESSFUL
T00011753,A000763,2025-09-12 22:12:26,PURCHASE,CARD,587.86,ZAR,SUCCESSFUL
T00011754,A000242,2026-07-12 00:06:08,WITHDRAWAL,ATM,350.00,ZAR,SUCCESSFUL
T00011755,A000258,2026-01-11 04:37:24,PURCHASE,APP,326.51,ZAR,SUCCESSFUL
T00011756,A001170,2023-01-26 10:52:33,TRANSFER,ATM,16824.59,ZAR,SUCCESSFUL
T00011757,A000222,2024-10-24 03:25:43,TRANSFER,APP,8104.99,ZAR,SUCCESSFUL
T00011758,A000772,2026-03-03 08:46:49,DEPOSIT,APP,1289.79,ZAR,SUCCESSFUL
T00011759,A000810,2024-06-03 02:20:40,WITHDRAWAL,ATM,350.00,ZAR,SUCCESSFUL
T00011760,A000542,2026-01-27 10:04:03,WITHDRAWAL,ATM,150.00,ZAR,SUCCESSFUL
T00011761,A000697,2025-12-30 22:07:50,WITHDRAWAL,ATM,1950.00,ZAR,SUCCESSFUL
T00011762,A000291,2020-04-09 10:28:23,PURCHASE,CARD,217.59,ZAR,SUCCESSFUL
T00011763,A000013,2020-09-25 14:21:04,PURCHASE,CARD,148.49,ZAR,SUCCESSFUL
T00011764,A001047,2022-09-10 19:43:33,DEPOSIT,ATM,9150.16,ZAR,SUCCESSFUL
T00011765,A000209,2024-09-10 19:00:22,WITHDRAWAL,ATM,1450.00,ZAR,SUCCESSFUL
T00011766,A000378,2024-10-26 04:41:57,WITHDRAWAL,ATM,1650.00,ZAR,FAILED
T00011767,A000582,2026-02-14 12:36:36,PURCHASE,APP,168.73,ZAR,SUCCESSFUL
T00011768,A001052,2026-05-09 10:53:37,PURCHASE,CARD,401.60,ZAR,SUCCESSFUL
T00011769,A001184,2026-03-14 23:01:57,DEPOSIT,ATM,6850.04,ZAR,SUCCESSFUL
T00011770,A001154,2026-08-03 22:20:52,WITHDRAWAL,ATM,2600.00,ZAR,SUCCESSFUL
T00011771,A000530,2024-09-20 20:39:05,PURCHASE,CARD,113.56,ZAR,SUCCESSFUL
T00011772,A000082,2022-10-23 16:12:21,PURCHASE,CARD,97.27,ZAR,SUCCESSFUL
T00011773,A000034,2023-02-25 11:35:11,WITHDRAWAL,ATM,2950.00,ZAR,FAILED
T00011774,A001043,2025-09-21 11:42:09,DEPOSIT,ATM,7581.06,ZAR,SUCCESSFUL
T00011775,A000757,2026-05-16 09:00:15,PURCHASE,CARD,467.59,ZAR,SUCCESSFUL
T00011776,A000291,2024-07-18 07:06:13,DEPOSIT,APP,1701.55,ZAR,SUCCESSFUL
T00011777,A000546,2026-07-11 22:53:13,PURCHASE,APP,66.66,ZAR,SUCCESSFUL
T00011778,A000746,2023-09-11 06:11:20,DEPOSIT,ATM,5228.89,ZAR,SUCCESSFUL
T00011779,A000554,2019-09-28 00:35:10,WITHDRAWAL,ATM,2600.00,ZAR,SUCCESSFUL
T00011780,A000365,2026-02-11 07:04:03,TRANSFER,APP,12107.95,ZAR,SUCCESSFUL
T00011781,A000267,2026-02-10 21:35:23,TRANSFER,APP,12714.77,ZAR,SUCCESSFUL
T00011782,A000282,2024-11-06 09:39:37,PURCHASE,APP,121.50,ZAR,SUCCESSFUL
T00011783,A000690,2024-08-29 23:55:59,PURCHASE,CARD,913.59,ZAR,SUCCESSFUL
T00011784,A000054,2025-04-11 13:18:51,TRANSFER,APP,9903.44,ZAR,SUCCESSFUL
T00011785,A001208,2024-11-12 13:00:25,DEPOSIT,ATM,9990.68,ZAR,SUCCESSFUL
T00011786,A000747,2024-09-02 06:57:07,PURCHASE,CARD,467.95,ZAR,SUCCESSFUL
T00011787,A001178,2023-01-28 01:57:56,PURCHASE,CARD,260.99,ZAR,SUCCESSFUL
T00011788,A000709,2024-11-24 08:07:37,PURCHASE,CARD,568.41,ZAR,SUCCESSFUL
T00011789,A000236,2022-07-02 20:24:16,PURCHASE,CARD,299.94,ZAR,SUCCESSFUL
T00011790,A001107,2022-06-28 15:49:02,PURCHASE,APP,73.41,ZAR,SUCCESSFUL
T00011791,A000896,2021-08-14 11:01:54,DEPOSIT,ATM,6484.75,ZAR,SUCCESSFUL
T00011792,A000689,2024-07-20 21:07:20,PURCHASE,CARD,599.69,ZAR,SUCCESSFUL
T00011793,A000100,2026-07-15 13:00:42,WITHDRAWAL,ATM,2350.00,ZAR,SUCCESSFUL
T00011794,A000712,2025-08-26 00:39:42,PURCHASE,CARD,240.28,ZAR,SUCCESSFUL
T00011795,A000117,2026-08-30 04:31:09,TRANSFER,APP,10719.79,ZAR,SUCCESSFUL
T00011796,A000465,2025-09-07 16:26:33,TRANSFER,APP,13194.13,ZAR,SUCCESSFUL
T00011797,A000176,2023-12-16 16:28:16,PURCHASE,CARD,76.79,ZAR,SUCCESSFUL
T00011798,A000368,2025-10-10 13:36:30,PURCHASE,CARD,368.15,ZAR,SUCCESSFUL
T00011799,A000409,2023-12-12 03:13:31,PURCHASE,CARD,192.65,ZAR,SUCCESSFUL
T00011800,A000255,2024-10-06 16:52:11,WITHDRAWAL,ATM,2650.00,ZAR,SUCCESSFUL
T00011801,A000321,2025-12-05 12:20:49,PURCHASE,CARD,651.71,ZAR,SUCCESSFUL
T00011802,A001217,2024-04-06 00:05:27,DEPOSIT,APP,433.45,ZAR,SUCCESSFUL
T00011803,A000291,2021-08-10 16:26:11,WITHDRAWAL,ATM,1550.00,ZAR,SUCCESSFUL
T00011804,A000817,2026-07-02 06:22:49,PURCHASE,CARD,354.32,ZAR,SUCCESSFUL
T00011805,A001127,2026-04-18 22:01:54,DEPOSIT,ATM,1601.19,ZAR,SUCCESSFUL
T00011806,A000597,2024-11-21 01:39:08,TRANSFER,APP,17342.19,ZAR,SUCCESSFUL
T00011807,A000046,2025-08-29 05:13:25,PURCHASE,CARD,80.84,ZAR,SUCCESSFUL
T00011808,A000473,2022-03-06 11:52:39,PURCHASE,CARD,336.37,ZAR,SUCCESSFUL
T00011809,A000607,2026-05-08 22:42:30,WITHDRAWAL,ATM,1900.00,ZAR,SUCCESSFUL
T00011810,A000022,2023-08-30 11:32:09,PURCHASE,APP,619.58,ZAR,SUCCESSFUL
T00011811,A000896,2023-01-19 09:32:41,PURCHASE,APP,57.07,ZAR,SUCCESSFUL
T00011812,A000846,2026-07-31 13:21:49,WITHDRAWAL,ATM,1250.00,ZAR,SUCCESSFUL
T00011813,A001194,2026-08-01 14:18:08,PURCHASE,APP,162.42,ZAR,SUCCESSFUL
T00011814,A000923,2022-10-13 14:54:08,WITHDRAWAL,ATM,200.00,ZAR,SUCCESSFUL
T00011815,A000189,2025-05-20 15:49:10,TRANSFER,APP,2164.22,ZAR,SUCCESSFUL
T00011816,A000629,2026-02-28 08:28:04,PURCHASE,CARD,186.59,ZAR,SUCCESSFUL
T00011817,A001060,2026-05-14 13:05:01,PURCHASE,CARD,221.65,ZAR,SUCCESSFUL
T00011818,A000379,2025-09-20 11:28:59,WITHDRAWAL,ATM,1050.00,ZAR,SUCCESSFUL
T00011819,A000111,2024-03-22 07:22:21,TRANSFER,APP,8742.15,ZAR,SUCCESSFUL
T00011820,A000811,2022-01-07 03:29:05,PURCHASE,APP,186.91,ZAR,SUCCESSFUL
T00011821,A000270,2024-05-29 07:24:13,TRANSFER,APP,18142.64,ZAR,SUCCESSFUL
T00011822,A000885,2022-01-25 15:10:42,PURCHASE,CARD,332.39,ZAR,SUCCESSFUL
T00011823,A000984,2018-11-13 22:59:59,PURCHASE,CARD,257.86,ZAR,SUCCESSFUL
T00011824,A000907,2022-02-24 21:08:47,WITHDRAWAL,ATM,900.00,ZAR,SUCCESSFUL
T00011825,A001219,2026-06-12 22:14:11,TRANSFER,APP,17062.23,ZAR,SUCCESSFUL
T00011826,A000447,2023-09-06 00:58:14,PURCHASE,CARD,145.02,ZAR,SUCCESSFUL
